Date,Close/Last,Volume,Open,High,Low
05/23/2025,$200.99,33393550,$198.90,$202.37,$197.85
05/22/2025,$203.10,38938880,$201.38,$205.76,$200.16
05/21/2025,$201.12,42460920,$201.61,$203.455,$200.06
05/20/2025,$204.07,29470370,$204.628,$205.5899,$202.65
05/19/2025,$206.16,34314810,$201.645,$206.62,$201.26
05/16/2025,$205.59,43318480,$206.85,$206.85,$204.374
05/15/2025,$205.17,64347320,$206.45,$206.88,$202.673
05/14/2025,$210.25,38492130,$211.45,$211.93,$208.85
05/13/2025,$211.37,56193680,$211.08,$214.84,$210.10
05/12/2025,$208.64,75205040,$210.71,$211.66,$205.75
05/09/2025,$193.06,29663140,$193.375,$194.69,$191.16
05/08/2025,$192.08,41043620,$191.43,$194.33,$188.82
05/07/2025,$188.71,44002930,$185.56,$190.99,$185.01
05/06/2025,$185.01,29314060,$184.57,$187.93,$183.85
05/05/2025,$186.35,35217470,$186.51,$188.18,$185.53
05/02/2025,$189.98,77903490,$191.435,$192.88,$186.40
05/01/2025,$190.20,74265960,$190.63,$191.8071,$187.50
04/30/2025,$184.42,55176540,$182.17,$185.05,$178.85
04/29/2025,$187.39,41667260,$183.99,$188.0158,$183.68
04/28/2025,$187.70,33224730,$190.105,$190.22,$184.885
04/25/2025,$188.99,36414330,$187.62,$189.94,$185.49
04/24/2025,$186.54,43763200,$180.915,$186.74,$180.18
04/23/2025,$180.60,63470150,$183.45,$187.38,$180.19
04/22/2025,$173.18,56607200,$169.845,$176.78,$169.35
04/21/2025,$167.32,48126110,$169.60,$169.60,$165.285
04/17/2025,$172.61,44726450,$176.00,$176.21,$172.00
04/16/2025,$174.33,51875320,$176.29,$179.1046,$171.41
04/15/2025,$179.59,43641950,$181.41,$182.35,$177.9331
04/14/2025,$182.12,48002540,$186.84,$187.44,$179.23
04/11/2025,$184.87,50594340,$179.93,$185.86,$178.00
04/10/2025,$181.22,68302050,$185.44,$186.8692,$175.8518
04/09/2025,$191.10,116804300,$172.115,$192.65,$169.93
04/08/2025,$170.66,87710360,$185.23,$185.90,$168.57
04/07/2025,$175.26,109327100,$162.00,$183.4099,$161.38
04/04/2025,$171.00,123159400,$167.145,$178.1436,$166.00
