Date,Close/Last,Volume,Open,High,Low
05/23/2025,$627.06,8454067,$624.00,$632.445,$622.65
05/22/2025,$636.57,8228443,$634.05,$643.25,$630.71
05/21/2025,$635.50,11464570,$631.79,$646.61,$630.17
05/20/2025,$637.10,6743473,$636.01,$639.3536,$632.26
05/19/2025,$640.43,9592374,$628.25,$643.00,$627.80
05/16/2025,$640.34,18518970,$637.955,$640.44,$626.15
05/15/2025,$643.88,14341840,$654.275,$657.31,$638.58
05/14/2025,$659.36,12348180,$661.21,$662.67,$654.31
05/13/2025,$656.03,18570820,$645.545,$660.92,$642.83
05/12/2025,$639.43,21965090,$630.92,$640.3896,$621.03
05/09/2025,$592.49,10427290,$603.72,$606.97,$591.7062
05/08/2025,$598.01,14622810,$606.285,$611.2959,$596.62
05/07/2025,$596.81,13160980,$590.36,$603.075,$586.67
05/06/2025,$587.31,10600650,$592.525,$596.03,$586.58
05/05/2025,$599.27,13887720,$591.22,$603.21,$588.05
05/02/2025,$597.02,24739260,$583.455,$604.34,$578.33
05/01/2025,$572.21,31159030,$592.075,$592.95,$570.50
04/30/2025,$549.00,29243970,$538.40,$549.10,$529.50
04/29/2025,$554.44,11835040,$546.00,$556.5699,$544.12
04/28/2025,$549.74,15179000,$555.64,$558.4899,$540.59
04/25/2025,$547.27,17098920,$546.80,$549.86,$536.25
04/24/2025,$533.15,13910010,$518.73,$533.90,$517.50
04/23/2025,$520.27,18173910,$528.525,$535.3376,$516.52
04/22/2025,$500.28,17399410,$491.87,$506.88,$486.36
04/21/2025,$484.66,16165980,$491.325,$493.50,$479.80
04/17/2025,$501.48,14593510,$505.25,$507.30,$498.0133
04/16/2025,$502.31,18735080,$508.51,$513.37,$495.63
04/15/2025,$521.52,15558660,$532.105,$537.94,$517.50
04/14/2025,$531.48,14130930,$556.175,$557.77,$528.28
04/11/2025,$543.57,17642330,$535.505,$547.40,$528.5901
04/10/2025,$546.29,28173490,$575.49,$581.30,$535.30
04/09/2025,$585.77,39216580,$509.265,$587.89,$502.11
04/08/2025,$510.45,28034210,$543.25,$547.43,$502.86
04/07/2025,$516.25,36606140,$485.10,$539.37,$481.90
04/04/2025,$504.73,38589810,$506.62,$518.00,$494.20
04/03/2025,$531.62,34777460,$546.22,$552.5596,$530.30
04/02/2025,$583.93,13470780,$574.91,$592.66,$573.36
04/01/2025,$586.00,12836570,$570.84,$589.91,$570.00
03/31/2025,$576.36,21124680,$563.50,$578.70,$553.30
03/28/2025,$576.74,17602820,$600.31,$601.75,$573.92
03/27/2025,$602.58,10436520,$602.00,$614.25,$600.10
03/26/2025,$610.98,12661890,$624.89,$626.7499,$606.61
03/25/2025,$626.31,15312540,$626.76,$633.88,$621.18
03/24/2025,$618.85,15741270,$614.97,$622.54,$612.2001
03/21/2025,$596.25,25015860,$583.425,$597.545,$580.95
03/20/2025,$586.00,24336510,$582.755,$610.20,$579.51
03/19/2025,$584.06,20537500,$584.28,$592.3223,$574.77
03/18/2025,$582.36,20297710,$600.05,$600.25,$574.66
03/17/2025,$604.90,15473910,$607.46,$613.10,$598.00
03/14/2025,$607.60,12364510,$602.805,$608.86,$594.78
03/13/2025,$590.64,16480320,$620.245,$620.50,$586.51
03/12/2025,$619.56,15746970,$629.90,$633.33,$609.35
03/11/2025,$605.71,17401470,$595.055,$614.934,$593.33
03/10/2025,$597.99,21999940,$608.07,$610.1059,$586.8701
03/07/2025,$625.66,21375670,$625.37,$634.79,$600.61
03/06/2025,$627.93,13446450,$648.00,$650.5625,$624.11
03/05/2025,$656.47,13770030,$641.00,$659.50,$637.66
03/04/2025,$640.00,21495210,$645.51,$649.75,$623.65
03/03/2025,$655.05,10843760,$673.675,$681.25,$650.8439
02/28/2025,$668.20,17534170,$658.04,$669.63,$642.6017
02/27/2025,$658.24,12500010,$682.45,$688.6469,$657.57
02/26/2025,$673.70,14488710,$659.65,$683.0078,$658.00
02/25/2025,$657.50,20579660,$665.972,$668.00,$641.86
02/24/2025,$668.13,15676990,$686.28,$687.27,$662.45
02/21/2025,$683.55,15660360,$696.58,$703.87,$682.36
02/20/2025,$694.84,12587410,$697.275,$705.63,$693.64
02/19/2025,$703.77,17535480,$704.095,$707.00,$695.39
02/18/2025,$716.37,21938700,$736.00,$737.00,$706.44
02/14/2025,$736.67,16901250,$726.14,$740.91,$725.62
02/13/2025,$728.56,12569060,$721.52,$729.00,$718.04
02/12/2025,$725.38,12016520,$715.30,$727.10,$712.60
02/11/2025,$719.80,12997960,$713.32,$723.66,$710.04
02/10/2025,$717.40,12904320,$718.56,$721.20,$711.33
02/07/2025,$714.52,16427070,$716.795,$725.01,$711.75
02/06/2025,$711.99,13080690,$705.88,$718.90,$703.50
02/05/2025,$704.87,17793770,$703.55,$718.14,$699.01
02/04/2025,$704.19,13826270,$702.50,$707.71,$691.61
02/03/2025,$697.46,21415740,$675.91,$704.00,$675.25
01/31/2025,$689.18,19331660,$691.00,$705.2999,$685.58
01/30/2025,$687.00,29322900,$696.82,$710.79,$676.10
01/29/2025,$676.49,21377820,$675.00,$681.0459,$665.67
01/28/2025,$674.33,20950110,$666.00,$682.58,$659.465
01/27/2025,$659.88,28399190,$626.61,$663.87,$625.10
01/24/2025,$647.49,19065330,$636.40,$652.00,$634.20
01/23/2025,$636.45,9910163,$627.36,$636.60,$621.15
01/22/2025,$623.50,12274010,$623.30,$633.70,$619.435
01/21/2025,$616.46,11674020,$617.825,$621.50,$609.0082
01/17/2025,$612.77,17280600,$624.05,$624.97,$603.67
01/16/2025,$611.30,8355349,$611.50,$616.25,$609.71
01/15/2025,$617.12,15524300,$610.21,$622.46,$606.50
01/14/2025,$594.25,13597990,$605.065,$605.49,$588.55
01/13/2025,$608.33,10785030,$607.10,$608.97,$598.445
01/10/2025,$615.86,19256560,$610.03,$629.91,$597.34
01/08/2025,$610.72,10085850,$613.395,$616.4397,$602.79
01/07/2025,$617.89,12071480,$631.70,$632.1011,$608.23
01/06/2025,$630.20,14560750,$611.825,$630.99,$605.62
