Date,Close/Last,Volume,Open,High,Low
05/23/2025,$1185.39,2186483,$1184.00,$1191.45,$1179.44
05/22/2025,$1187.97,1861588,$1192.40,$1198.7499,$1187.2082
05/21/2025,$1194.63,2976610,$1186.50,$1211.2199,$1186.50
05/20/2025,$1192.02,2133066,$1186.79,$1193.00,$1179.02
05/19/2025,$1191.64,2853415,$1173.575,$1191.64,$1171.71
05/16/2025,$1191.53,4698353,$1193.14,$1196.50,$1179.39
05/15/2025,$1177.98,4464041,$1147.74,$1187.8019,$1147.647
05/14/2025,$1150.99,3910147,$1129.595,$1152.9003,$1128.40
05/13/2025,$1138.44,3997869,$1114.46,$1147.88,$1106.30
05/12/2025,$1110.00,6479079,$1124.26,$1130.00,$1102.9301
05/09/2025,$1140.22,2569633,$1147.10,$1151.00,$1133.22
05/08/2025,$1144.43,3760872,$1161.62,$1162.2939,$1139.20
05/07/2025,$1155.41,4352394,$1139.175,$1164.00,$1138.00
05/06/2025,$1137.69,3256682,$1129.43,$1147.66,$1126.40
05/05/2025,$1134.06,5662317,$1114.795,$1144.02,$1107.01
05/02/2025,$1156.49,3774282,$1136.66,$1159.44,$1133.32
05/01/2025,$1133.47,3499497,$1122.52,$1142.42,$1111.8301
04/30/2025,$1131.72,4266676,$1112.65,$1133.2005,$1101.1101
04/29/2025,$1125.64,3777329,$1103.92,$1127.81,$1095.48
04/28/2025,$1110.38,3831088,$1100.00,$1114.00,$1082.62
04/25/2025,$1101.53,3950008,$1097.04,$1106.7984,$1091.0001
04/24/2025,$1096.87,6381896,$1048.00,$1101.00,$1047.02
04/23/2025,$1049.59,6471876,$1047.225,$1061.25,$1032.0001
04/22/2025,$1040.34,9368873,$1005.30,$1064.97,$1004.52
04/21/2025,$987.91,9775747,$984.40,$1018.9999,$973.05
04/17/2025,$973.03,8893735,$969.00,$984.7015,$956.00
04/16/2025,$961.63,6066113,$976.28,$981.21,$949.165
04/15/2025,$976.28,7711982,$950.00,$993.4499,$948.00
04/14/2025,$931.28,4035895,$932.70,$948.98,$919.4979
04/11/2025,$918.29,4073638,$920.00,$944.8599,$906.68
04/10/2025,$921.17,5129755,$931.94,$941.235,$894.00
04/09/2025,$945.47,7497974,$855.93,$951.43,$854.40
04/08/2025,$870.40,5625382,$912.44,$922.42,$857.70
04/07/2025,$867.83,6656823,$827.845,$906.74,$821.10
04/04/2025,$855.86,6798806,$896.50,$906.6282,$853.87
04/03/2025,$917.05,5864622,$901.80,$946.5919,$900.47
04/02/2025,$935.52,3256886,$923.00,$949.5479,$916.11
04/01/2025,$928.38,3519956,$927.50,$932.29,$911.50
03/31/2025,$932.53,4634075,$920.53,$934.48,$900.59
03/28/2025,$933.85,4422717,$972.00,$974.98,$929.23
03/27/2025,$976.72,3047237,$974.22,$989.00,$966.3664
03/26/2025,$970.65,3534707,$993.81,$996.79,$966.32
03/25/2025,$997.28,3782245,$978.18,$998.70,$977.11
03/24/2025,$971.99,4677871,$969.67,$977.00,$951.55
03/21/2025,$960.29,5905429,$941.635,$963.6532,$940.95
03/20/2025,$950.84,4466305,$950.01,$967.00,$945.50
03/19/2025,$959.49,6662361,$935.77,$968.00,$924.00
03/18/2025,$929.98,6009400,$940.00,$948.2499,$916.30
03/17/2025,$950.02,7543146,$939.95,$967.63,$934.42
03/14/2025,$918.00,5200684,$901.46,$919.625,$901.00
03/13/2025,$890.17,5001698,$913.00,$921.8892,$887.51
03/12/2025,$919.68,6865837,$914.60,$927.18,$901.00
03/11/2025,$895.10,7398934,$867.41,$910.68,$866.00
03/10/2025,$866.68,6995309,$875.07,$881.27,$854.50
03/07/2025,$891.11,7737488,$897.64,$904.8859,$858.07
03/06/2025,$906.36,7852559,$972.99,$973.69,$899.00
03/05/2025,$990.92,3807935,$973.62,$995.5999,$969.48
03/04/2025,$972.58,4392814,$971.61,$986.3135,$948.21
03/03/2025,$973.70,3907447,$983.00,$994.93,$964.81
02/28/2025,$980.56,4717409,$969.56,$982.27,$958.17
02/27/2025,$963.07,3766566,$995.00,$1000.7255,$961.825
02/26/2025,$990.06,3397205,$977.60,$1000.89,$976.90
02/25/2025,$977.24,4738304,$989.40,$994.3999,$955.00
02/24/2025,$988.47,4426227,$1008.00,$1015.17,$984.48
02/21/2025,$1003.15,3738710,$1029.42,$1032.38,$999.39
02/20/2025,$1024.54,3111831,$1042.00,$1045.00,$1015.5941
02/19/2025,$1043.33,2600048,$1035.18,$1044.9999,$1024.51
02/18/2025,$1035.85,4229339,$1060.00,$1062.00,$1023.749
02/14/2025,$1058.60,3145430,$1044.95,$1064.50,$1041.69
02/13/2025,$1043.69,3476068,$1026.625,$1045.9899,$1025.10
02/12/2025,$1027.31,3388966,$1005.49,$1027.74,$998.3473
02/11/2025,$1008.08,3331797,$1020.79,$1022.69,$1002.95
02/10/2025,$1027.60,3296566,$1023.05,$1032.85,$1015.88
02/07/2025,$1013.93,3212853,$1017.00,$1027.76,$1005.6701
02/06/2025,$1015.68,3134293,$1007.87,$1016.35,$1002.61
02/05/2025,$1011.11,3997733,$987.73,$1011.825,$986.68
02/04/2025,$994.87,6000137,$980.47,$1008.00,$978.51
02/03/2025,$978.94,3724197,$973.00,$987.6891,$964.375
01/31/2025,$976.76,3618718,$974.00,$990.2892,$974.00
01/30/2025,$973.24,3867825,$986.75,$994.59,$970.0101
01/29/2025,$978.15,2930728,$980.00,$987.64,$968.2345
01/28/2025,$971.83,3433972,$966.71,$977.934,$957.30
01/27/2025,$971.89,4634204,$971.10,$982.27,$960.26
01/24/2025,$977.59,4550397,$984.41,$986.28,$967.68
01/23/2025,$984.86,7752137,$957.81,$985.00,$953.90
01/22/2025,$953.99,14273210,$998.025,$999.00,$950.76
01/21/2025,$869.68,9851351,$863.53,$916.40,$854.745
01/17/2025,$858.10,3617565,$859.79,$865.00,$852.13
01/16/2025,$842.37,4028537,$860.96,$868.98,$842.02
01/15/2025,$848.26,3181383,$836.44,$850.84,$830.41
01/14/2025,$828.40,3037650,$843.20,$844.8925,$823.519
01/13/2025,$840.29,3024517,$831.525,$847.07,$829.14
01/10/2025,$837.69,4803312,$866.40,$866.41,$834.40
01/08/2025,$875.00,2347949,$880.00,$886.215,$873.00
01/07/2025,$879.19,2649823,$879.38,$888.00,$869.11
01/06/2025,$881.79,3457656,$888.76,$892.83,$871.69
01/03/2025,$881.05,2970019,$893.13,$898.83,$879.8901
01/02/2025,$886.73,2315685,$895.50,$898.58,$877.00
12/31/2024,$891.32,1875897,$901.80,$902.68,$889.47
12/30/2024,$900.43,2202970,$894.51,$908.2299,$889.71
12/27/2024,$907.55,3226158,$916.01,$918.13,$894.50
12/26/2024,$924.14,2342418,$928.40,$930.49,$915.30
12/24/2024,$932.12,2320293,$915.00,$935.85,$911.70
12/23/2024,$911.45,2339375,$913.42,$915.00,$899.1001
12/20/2024,$909.05,4530519,$893.21,$919.9238,$890.4872
12/19/2024,$902.04,2815512,$908.18,$912.6215,$899.00
12/18/2024,$889.55,2938194,$919.13,$922.44,$886.56
12/17/2024,$919.13,2459456,$921.54,$928.45,$916.42
12/16/2024,$921.08,2674892,$923.94,$928.94,$919.50
12/13/2024,$918.87,2485829,$916.81,$925.55,$909.61
12/12/2024,$925.55,2486197,$933.35,$934.0886,$922.60
12/11/2024,$936.56,3501691,$924.71,$941.75,$923.08
12/10/2024,$913.35,2388575,$913.76,$922.88,$909.58
12/09/2024,$913.69,3350082,$928.00,$930.2999,$902.59
12/06/2024,$934.74,2955383,$915.23,$935.27,$912.71
12/05/2024,$917.87,2835307,$917.85,$927.00,$911.1075
12/04/2024,$911.06,2689629,$898.05,$915.9699,$898.05
12/03/2024,$902.17,2401634,$894.36,$902.69,$888.025
12/02/2024,$897.74,2388966,$887.51,$902.34,$884.12
11/29/2024,$886.81,2027237,$882.17,$892.41,$876.68
11/27/2024,$877.34,2578222,$872.06,$880.95,$858.91
11/26/2024,$872.60,3138259,$867.49,$886.36,$867.2501
11/25/2024,$865.59,6014203,$902.05,$902.05,$864.22
11/22/2024,$897.79,3214020,$896.00,$906.00,$893.00
11/21/2024,$897.48,4511263,$883.93,$908.00,$877.24
11/20/2024,$883.85,4093843,$879.98,$890.60,$868.40
11/19/2024,$871.32,3814227,$839.75,$874.49,$839.16
11/18/2024,$847.05,4084081,$815.50,$848.45,$809.3301
11/15/2024,$823.96,3673720,$832.04,$832.04,$816.49
11/14/2024,$837.26,3038231,$833.67,$840.9997,$830.02
11/13/2024,$830.47,2767772,$822.615,$836.9899,$820.5368
11/12/2024,$819.50,2814064,$807.50,$820.3697,$803.75
11/11/2024,$805.44,2399150,$795.90,$806.823,$795.565
11/08/2024,$795.04,1910626,$797.36,$799.06,$788.65
11/07/2024,$796.54,3295074,$781.37,$798.22,$779.94
11/06/2024,$780.21,3690817,$771.50,$781.49,$757.38
11/05/2024,$763.91,2200645,$757.35,$767.5299,$756.27
11/04/2024,$755.51,1902194,$753.14,$762.48,$749.69
11/01/2024,$756.10,2996829,$753.48,$763.7999,$747.77
10/31/2024,$756.03,3057709,$753.93,$760.7899,$752.23
10/30/2024,$753.74,1722002,$758.08,$759.79,$752.2775
10/29/2024,$759.44,3660433,$751.13,$763.88,$748.01
10/28/2024,$749.12,2862405,$758.68,$758.68,$747.88
10/25/2024,$754.68,2819473,$756.17,$768.50,$753.53
10/24/2024,$754.55,2642962,$751.97,$755.82,$746.25
10/23/2024,$749.29,3749007,$762.83,$763.7899,$744.26
10/22/2024,$764.24,2987252,$765.27,$769.70,$761.12
10/21/2024,$772.07,6057093,$765.76,$773.00,$756.60
10/18/2024,$763.89,15974120,$737.64,$766.281,$736.23
10/17/2024,$687.65,8926672,$704.35,$704.4124,$677.88
10/16/2024,$702.00,2494276,$703.43,$705.59,$697.82
10/15/2024,$705.98,2932752,$712.51,$713.40,$699.7806
10/14/2024,$713.00,2797071,$725.00,$726.6196,$711.3109
10/11/2024,$722.79,2299525,$734.90,$736.00,$721.22
10/10/2024,$730.29,2767862,$723.29,$733.85,$722.50
10/09/2024,$727.43,1981070,$719.25,$728.59,$718.87
10/08/2024,$721.76,3187402,$703.88,$725.06,$703.5457
10/07/2024,$701.92,3360520,$714.755,$715.88,$696.43
10/04/2024,$719.70,2230139,$713.32,$721.01,$708.82
10/03/2024,$706.80,2256449,$704.26,$708.81,$700.00
